<PAD>,0
<UNK>,1
0,2
市,3
区,4
江,5
路,6
号,7
省,8
浙,9
州,10
镇,11
街,12
道,13
杭,14
城,15
楼,16
东,17
大,18
村,19
西,20
南,21
山,22
园,23
县,24
宁,25
兴,26
北,27
新,28
金,29
海,30
A,31
中,32
温,33
湖,34
业,35
华,36
波,37
桥,38
幢,39
工,40
公,41
栋,42
元,43
安,44
-,45
电,46
龙,47
单,48
家,49
嘉,50
阳,51
义,52
场,53
下,54
广,55
厦,56
三,57
乌,58
联,59
国,60
司,61
溪,62
苑,63
上,64
小,65
一,66
余,67
商,68
花,69
塘,70
台,71
天,72
绍,73
河,74
门,75
二,76
有,77
滨,78
限,79
心,80
店,81
院,82
永,83
口,84
湾,85
水,86
干,87
平,88
发,89
四,90
港,91
五,92
康,93
乡,94
文,95
开,96
学,97
清,98
座,99
际,100
科,101
_,102
九,103
长,104
临,105
环,106
萧,107
柯,108
云,109
民,110
建,111
鄞,112
沙,113
福,114
林,115
里,116
高,117
瑞,118
石,119
丰,120
乐,121
和,122
都,123
鹿,124
弄,125
浦,126
贸,127
人,128
八,129
技,130
经,131
青,132
万,133
星,134
黄,135
明,136
白,137
慈,138
通,139
头,140
组,141
墅,142
富,143
车,144
济,145
光,146
岭,147
银,148
务,149
田,150
庄,151
苏,152
化,153
春,154
地,155
后,156
达,157
昌,158
交,159
苍,160
景,161
桐,162
洲,163
瓯,164
巷,165
拱,166
前,167
德,168
创,169
厂,170
丽,171
泰,172
凤,173
世,174
部,175
六,176
行,177
源,178
机,179
面,180
服,181
百,182
川,183
姚,184
信,185
品,186
暨,187
寓,188
合,189
仓,190
双,191
方,192
武,193
马,194
七,195
诸,196
酒,197
期,198
越,199
自,200
横,201
集,202
汽,203
社,204
锦,205
象,206
王,207
曙,208
美,209
会,210
宝,211
岩,212
子,213
站,214
洋,215
庆,216
吴,217
古,218
产,219
医,220
物,221
保,222
柳,223
盛,224
秀,225
纺,226
生,227
与,228
十,229
时,230
望,231
钱,232
对,233
居,234
深,235
紫,236
红,237
京,238
玉,239
代,240
运,241
利,242
虹,243
库,244
汇,245
层,246
仙,247
舟,248
泉,249
设,250
室,251
成,252
府,253
圳,254
顺,255
岗,256
纪,257
饰,258
名,259
叉,260
织,261
宅,262
灵,263
政,264
吉,265
宾,266
胜,267
装,268
团,269
墩,270
馆,271
仑,272
办,273
局,274
洪,275
衢,276
松,277
堡,278
农,279
峰,280
太,281
兰,282
汉,283
处,284
椒,285
祥,286
尔,287
普,288
常,289
治,290
徽,291
杨,292
惠,293
外,294
梅,295
香,296
族,297
屿,298
关,299
庭,300
理,301
育,302
风,303
卫,304
岸,305
内,306
房,307
超,308
委,309
婺,310
木,311
术,312
定,313
老,314
渚,315
旁,316
贵,317
善,318
盐,319
虞,320
珠,321
财,322
埠,323
边,324
塔,325
良,326
朝,327
校,328
恒,329
管,330
隆,331
专,332
雅,333
濮,334
乔,335
鞋,336
营,337
流,338
观,339
放,340
泽,341
亭,342
翠,343
具,344
转,345
解,346
丹,347
罗,348
月,349
霞,350
意,351
第,352
所,353
宏,354
陈,355
蓝,356
印,357
力,358
荷,359
振,360
飞,361
季,362
张,363
佳,364
教,365
同,366
日,367
丁,368
士,369
坊,370
堂,371
凯,372
崇,373
岛,374
段,375
绿,376
航,377
配,378
柜,379
牛,380
易,381
体,382
潮,383
贤,384
器,385
沈,386
递,387
游,388
昆,389
鑫,390
博,391
莲,392
艺,393
特,394
庙,395
范,396
原,397
莫,398
奉,399
岙,400
之,401
迎,402
晖,403
料,404
桂,405
网,406
重,407
周,408
翔,409
桃,410
秋,411
陀,412
朱,413
铺,414
货,415
起,416
竹,417
沿,418
围,419
皮,420
动,421
色,422
油,423
荣,424
米,425
快,426
件,427
附,428
嵊,429
舍,430
宇,431
材,432
润,433
英,434
宜,435
堰,436
轻,437
资,438
爱,439
连,440
厅,441
立,442
旗,443
稠,444
分,445
彩,446
奥,447
儿,448
巢,449
池,450
事,451
亚,452
诚,453
茂,454
豪,455
谷,456
渡,457
线,458
树,459
仁,460
凰,461
尚,462
井,463
陵,464
实,465
潭,466
铁,467
斯,468
远,469
夏,470
空,471
正,472
千,473
巴,474
莱,475
纬,476
支,477
绣,478
闻,479
叶,480
加,481
鸿,482
茶,483
侧,484
宿,485
李,486
智,487
进,488
年,489
师,490
目,491
欧,492
聚,493
童,494
延,495
精,496
洞,497
碧,498
包,499
购,500
格,501
展,502
界,503
强,504
鲁,505
埭,506
扬,507
火,508
布,509
药,510
近,511
股,512
法,513
客,514
队,515
步,516
庐,517
坪,518
辖,519
份,520
菜,521
甘,522
郡,523
邮,524
械,525
益,526
郭,527
半,528
唐,529
许,530
迪,531
闲,532
芳,533
君,534
悦,535
廿,536
寺,537
辉,538
陶,539
复,540
综,541
官,542
群,543
袍,544
胡,545
怡,546
亿,547
收,548
皇,549
曹,550
圣,551
盘,552
浔,553
虎,554
腾,555
郑,556
升,557
制,558
码,559
售,560
基,561
丈,562
用,563
荆,564
森,565
幼,566
黎,567
泗,568
思,569
食,570
裕,571
鼎,572
阿,573
数,574
央,575
钟,576
角,577
贝,578
毛,579
陆,580
登,581
娄,582
谢,583
总,584
辽,585
坦,586
军,587
威,588
岳,589
凌,590
程,591
潘,592
维,593
销,594
骆,595
铜,596
齐,597
能,598
欣,599
研,600
津,601
克,602
章,603
旺,604
坝,605
派,606
湘,607
渔,608
健,609
佛,610
然,611
樟,612
拉,613
女,614
留,615
甲,616
淳,617
御,618
革,619
备,620
寨,621
回,622
速,623
首,624
塑,625
寿,626
书,627
禾,628
陕,629
疆,630
板,631
好,632
荡,633
启,634
造,635
梁,636
柏,637
沥,638
斜,639
赵,640
才,641
塍,642
某,643
众,644
住,645
徐,646
坑,647
计,648
莘,649
员,650
彭,651
麻,652
手,653
蓬,654
土,655
孙,656
直,657
向,658
肃,659
修,660
字,661
杜,662
验,663
应,664
芝,665
属,666
晨,667
职,668
蒲,669
枫,670
刘,671
采,672
活,673
假,674
邦,675
泾,676
坡,677
宋,678
储,679
钢,680
箱,681
鸣,682
多,683
全,684
容,685
诺,686
?,687
出,688
梦,689
报,690
姜,691
屋,692
鹤,693
融,694
友,695
蛟,696
梧,697
间,698
耀,699
底,700
点,701
草,702
瓜,703
恩,704
狮,705
伊,706
涛,707
梯,708
栖,709
阁,710
掌,711
斗,712
浒,713
其,714
黑,715
庵,716
旅,717
鳌,718
睦,719
舜,720
澜,721
宗,722
捷,723
检,724
畈,725
染,726
莞,727
现,728
朗,729
魏,730
针,731
慧,732
阜,733
芦,734
尖,735
批,736
先,737
坞,738
来,739
饶,740
赞,741
壁,742
宫,743
果,744
气,745
遂,746
图,747
宣,748
坎,749
哈,750
模,751
洛,752
圆,753
淮,754
鸟,755
共,756
得,757
神,758
礼,759
旋,760
饭,761
不,762
琴,763
镜,764
笕,765
苗,766
付,767
无,768
孝,769
晶,770
萍,771
驼,772
冠,773
项,774
汤,775
雪,776
写,777
丝,778
辰,779
蓉,780
固,781
讯,782
粮,783
投,784
杉,785
葛,786
卡,787
系,788
坂,789
瑶,790
幸,791
本,792
帆,793
鹰,794
警,795
滩,796
皋,797
脑,798
防,799
船,800
蒙,801
当,802
语,803
鱼,804
申,805
仕,806
如,807
玛,808
岱,809
沟,810
隔,811
秦,812
卖,813
软,814
浜,815
雄,816
颐,817
厚,818
羊,819
相,820
低,821
赤,822
度,823
企,824
甬,825
铭,826
左,827
冷,828
静,829
牌,830
境,831
巨,832
艮,833
依,834
纳,835
在,836
锡,837
以,838
夫,839
麦,840
赛,841
喜,842
别,843
逸,844
堤,845
鹏,846
舰,847
涌,848
靖,849
牧,850
灯,851
监,852
侨,853
谭,854
菱,855
遵,856
麟,857
晓,858
菲,859
鼓,860
标,861
孔,862
屏,863
蜀,864
曲,865
沧,866
爵,867
泊,868
险,869
繁,870
孟,871
块,872
谊,873
甸,874
雁,875
置,876
帝,877
税,878
摩,879
晗,880
屯,881
闸,882
衣,883
剑,884
招,885
诊,886
轩,887
作,888
娥,889
纸,890
领,891
党,892
浪,893
坛,894
萨,895
馨,896
韵,897
主,898
鉴,899
质,900
息,901
蔡,902
厢,903
符,904
柱,905
域,906
邸,907
鲍,908
右,909
影,910
情,911
番,912
供,913
球,914
烟,915
壶,916
亲,917
沃,918
到,919
接,920
藏,921
丘,922
熟,923
架,924
磐,925
映,926
/,927
优,928
旭,929
过,930
闵,931
筑,932
鸡,933
副,934
浩,935
鲜,936
妇,937
伦,938
鞍,939
隘,940
究,941
请,942
典,943
节,944
编,945
顿,946
侯,947
董,948
赫,949
想,950
杏,951
盈,952
廊,953
衫,954
泥,955
话,956
吾,957
岐,958
满,959
羽,960
暖,961
野,962
杰,963
入,964
雷,965
驾,966
尼,967
梨,968
提,969
真,970
志,971
楚,972
顾,973
翡,974
篁,975
雨,976
址,977
旧,978
凝,979
晋,980
施,981
壮,982
吧,983
瞿,984
可,985
伟,986
晴,987
禹,988
餐,989
姑,990
芙,991
移,992
型,993
肖,994
它,995
藤,996
端,997
邱,998
玻,999
韩,1000
输,1001
阴,1002
吕,1003
久,1004
送,1005
